 NAME OF COMPANY, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT
NTPC Limited,1000,1000,1,8.48,,,
NTPC Limited,1000,1000,1,8.48,,,
NTPC Limited,1000,1000,1,8.48,,,
NTPC Limited,1000,1000,1,8.48,,,
NTPC Limited,1000,1000,1,8.48,,,
NTPC Limited,1000,1000,1,8.48,,,
NTPC Limited,1000,1000,1,8.48,,,
NTPC Limited,1000,1000,1,8.48,,,
NTPC Limited,1000,1000,1,8.48,,,
NTPC Limited,1000,1000,1,8.48,,,
NTPC Limited,1000,1000,1,8.48,,,
NTPC Limited,1000,1000,1,8.48,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.66,,,
NTPC Limited,1000,1000,1,8.73,,,
NTPC Limited,1000,1000,1,8.73,,,
NTPC Limited,1000,1000,1,8.73,,,
NTPC Limited,1000,1000,1,8.73,,,
NTPC Limited,1000,1000,1,8.73,,,
NTPC Limited,1000,1000,1,8.73,,,
NTPC Limited,1000,1000,1,8.73,,,
NTPC Limited,1000,1000,1,8.73,,,
NTPC Limited,1000,1000,1,8.73,,,
NTPC Limited,1000,1000,1,8.73,,,
NTPC Limited,1000,1000,1,8.73,,,
NTPC Limited,1000,1000,1,8.73,,,
NTPC Limited,1000,1000,1,8.73,,,
NTPC Limited,1000,1000,1,8.73,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,1000,1000,1,8.91,,,
NTPC Limited,12.5,12.5,1,8.49,2.5,,
NTPC Limited,12.5,12.5,1,8.49,5,,
NTPC Limited,12.5,12.5,1,8.49,5,,
NTPC Limited,12.5,12.5,1,8.49,,,
NTPC Limited,12.5,12.5,1,8.49,,,
NTPC Limited,12.5,12.5,1,8.49,,,
NTPC Limited,12.5,12.5,1,8.49,,,
NTPC Limited,12.5,12.5,1,8.49,,,
NTPC Limited,12.5,12.5,1,8.49,,,
NTPC Limited,12.5,12.5,1,8.49,,,
NTPC Limited,12.5,12.5,1,8.49,,,
NTPC Limited,12.5,12.5,1,8.49,,,
NTPC Limited,1000,1000,1,7.11,,,
NTPC Limited,1000,1000,1,7.11,,,
NTPC Limited,1000,1000,1,7.11,,,
NTPC Limited,1000,1000,1,7.11,,,
NTPC Limited,1000,1000,1,7.11,,,
NTPC Limited,1000,1000,1,7.11,,,
NTPC Limited,1000,1000,1,7.11,,,
NTPC Limited,1000,1000,1,7.11,,,
NTPC Limited,1000,1000,1,7.11,,,
NTPC Limited,1000,1000,1,7.11,,,
NTPC Limited,1000,1000,1,7.28,,,
NTPC Limited,1000,1000,1,7.28,,,
NTPC Limited,1000,1000,1,7.28,,,
NTPC Limited,1000,1000,1,7.28,,,
NTPC Limited,1000,1000,1,7.28,,,
NTPC Limited,1000,1000,1,7.28,,,
NTPC Limited,1000,1000,1,7.28,,,
NTPC Limited,1000,1000,1,7.28,,,
NTPC Limited,1000,1000,1,7.28,,,
NTPC Limited,1000,1000,1,7.28,,,
NTPC Limited,1000,1000,1,7.28,,,
NTPC Limited,1000,1000,1,7.28,,,
NTPC Limited,1000,1000,1,7.28,,,
NTPC Limited,1000,1000,1,7.28,,,
NTPC Limited,1000,1000,1,7.28,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.37,,,
NTPC Limited,1000,1000,1,7.36,,,
NTPC Limited,1000,1000,1,7.36,,,
NTPC Limited,1000,1000,1,7.36,,,
NTPC Limited,1000,1000,1,7.36,,,
NTPC Limited,1000,1000,1,7.36,,,
NTPC Limited,1000,1000,1,7.36,,,
NTPC Limited,1000,1000,1,7.36,,,
NTPC Limited,1000,1000,1,7.36,,,
NTPC Limited,1000,1000,1,7.36,,,
NTPC Limited,1000,1000,1,7.36,,,
NTPC Limited,1000,1000,1,7.53,,,
NTPC Limited,1000,1000,1,7.53,,,
NTPC Limited,1000,1000,1,7.53,,,
NTPC Limited,1000,1000,1,7.53,,,
NTPC Limited,1000,1000,1,7.53,,,
NTPC Limited,1000,1000,1,7.53,,,
NTPC Limited,1000,1000,1,7.53,,,
NTPC Limited,1000,1000,1,7.53,,,
NTPC Limited,1000,1000,1,7.53,,,
NTPC Limited,1000,1000,1,7.53,,,
NTPC Limited,1000,1000,1,7.53,,,
NTPC Limited,1000,1000,1,7.53,,,
NTPC Limited,1000,1000,1,7.53,,,
NTPC Limited,1000,1000,1,7.53,,,
NTPC Limited,1000,1000,1,7.53,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
NTPC Limited,1000,1000,1,7.62,,,
Piramal Enterprises Limited,107600,107600,1,7.8,,,
Power Finance Corporation Limited,1000,1000,1,7.35,,,
Power Finance Corporation Limited,1000,1000,1,7.36,,,
Power Finance Corporation Limited,1000,1000,1,7.6,,,
Power Finance Corporation Limited,1000,1000,1,8.2,,,
Power Finance Corporation Limited,1000,1000,1,8.3,,,
Power Finance Corporation Limited,1000,1000,1,8.43,,,
Power Finance Corporation Limited,1000,1000,1,8.67,,,
Power Finance Corporation Limited,1000,1000,1,8.92,,,
REC Limited,1000,1000,1,7.22,,,
REC Limited,1000,1000,1,7.38,,,
REC Limited,1000,1000,1,6.88,,,
REC Limited,1000,1000,1,7.04,,,
REC Limited,1000,1000,1,8.01,1000,,
REC Limited,1000,1000,1,8.46,,,
REC Limited,1000,1000,1,8.37,,,
REC Limited,1000,1000,1,8.26,,,
REC Limited,1000,1000,1,8.71,,,
REC Limited,1000,1000,1,8.62,,,
REC Limited,1000,1000,1,8.19,,,
REC Limited,1000,1000,1,8.63,,,
REC Limited,1000,1000,1,8.61,,,
REC Limited,1000,1000,1,8.44,,,
REC Limited,1000,1000,1,8.88,,,
REC Limited,1000,1000,1,8.86,,,
REC Limited,1000,1000,1,7.43,,,
REC Limited,1000,1000,1,8.12,,,
Reliance Home Finance Limited,1000,1000,1,8.7,,,
Reliance Home Finance Limited,1000,1000,1,8.9,,,
Reliance Home Finance Limited,1000,1000,1,8.9,,,
Reliance Home Finance Limited,1000,1000,1,9.05,,,
Reliance Home Finance Limited,1000,1000,1,9,,,
Reliance Home Finance Limited,1000,1000,1,9.15,,,
Reliance Home Finance Limited,1000,1000,1,9.25,,,
Reliance Home Finance Limited,1000,1000,1,9.4,,,
State Bank of India,10000,10000,1,,,,
State Bank of India,10000,10000,1,9.95,,,
State Bank of India,10000,10000,1,9.45,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,1000,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,10.25,1000,,
Srei Equipment Finance Limited,1000,1000,1,10.25,,,
Srei Equipment Finance Limited,1000,1000,1,10.25,,,
Srei Equipment Finance Limited,1000,1000,1,10.25,,,
Srei Equipment Finance Limited,1000,1000,1,10.25,,,
Srei Equipment Finance Limited,1000,1000,1,10.25,,,
Srei Equipment Finance Limited,1000,1000,1,10.25,1000,,
Srei Equipment Finance Limited,1000,1000,1,10.25,,,
Srei Equipment Finance Limited,1000,1000,1,10.25,,,
Srei Equipment Finance Limited,1000,1000,1,10.25,,,
Srei Equipment Finance Limited,1000,1000,1,10.25,,,
Srei Equipment Finance Limited,1000,1000,1,10.25,,,
Srei Equipment Finance Limited,1000,1000,1,10.25,,,
Srei Equipment Finance Limited,1000,1000,1,10.25,,,
Srei Equipment Finance Limited,1000,1000,1,8.9,,,
Srei Equipment Finance Limited,1000,1000,1,9.12,,,
Srei Equipment Finance Limited,1000,1000,1,9.25,,,
Srei Equipment Finance Limited,1000,1000,1,9.5,,,
Srei Equipment Finance Limited,1000,1000,1,0,,,
Srei Equipment Finance Limited,1000,1000,1,0,,,
Srei Equipment Finance Limited,1000,1000,1,9.11,,,
Srei Equipment Finance Limited,1000,1000,1,9.35,,,
Srei Equipment Finance Limited,1000,1000,1,9.5,,,
Srei Equipment Finance Limited,1000,1000,1,9.75,,,
Srei Equipment Finance Limited,1000,1000,1,0,,,
Srei Equipment Finance Limited,1000,1000,1,0,,,
Srei Equipment Finance Limited,1000,1000,1,9.25,,,
Srei Equipment Finance Limited,1000,1000,1,9.3,,,
Srei Equipment Finance Limited,1000,1000,1,0,,,
Srei Equipment Finance Limited,1000,1000,1,9.35,,,
Srei Equipment Finance Limited,1000,1000,1,9.4,,,
Srei Equipment Finance Limited,1000,1000,1,0,,,
Srei Equipment Finance Limited,1000,1000,1,9.5,,,
Srei Equipment Finance Limited,1000,1000,1,9.55,,,
Srei Equipment Finance Limited,1000,1000,1,0,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,10.95,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.4,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.5,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.5,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.5,,,
SREI Infrastructure Finance Limited,1000,1000,1,11.5,,,
SREI Infrastructure Finance Limited,1000,1000,1,12,,,
SREI Infrastructure Finance Limited,1000,1000,1,12,,,
SREI Infrastructure Finance Limited,1000,1000,1,12,,,
SREI Infrastructure Finance Limited,1000,1000,1,12,,,
SREI Infrastructure Finance Limited,1000,1000,1,0,,,
SREI Infrastructure Finance Limited,1000,1000,1,0,,,
SREI Infrastructure Finance Limited,1000,1000,1,0,,,
SREI Infrastructure Finance Limited,1000,1000,1,0,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.35,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.75,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.75,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.75,,,
SREI Infrastructure Finance Limited,1000,1000,1,0,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.6,,,
SREI Infrastructure Finance Limited,1000,1000,1,10,,,
SREI Infrastructure Finance Limited,1000,1000,1,10,,,
SREI Infrastructure Finance Limited,1000,1000,1,10,,,
SREI Infrastructure Finance Limited,1000,1000,1,10,,,
SREI Infrastructure Finance Limited,1000,1000,1,10,,,
SREI Infrastructure Finance Limited,1000,1000,1,0,,,
SREI Infrastructure Finance Limited,1000,1000,1,8.88,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.25,,,
SREI Infrastructure Finance Limited,1000,1000,1,0,,,
SREI Infrastructure Finance Limited,1000,1000,1,9.12,,,
