SYMBOL, SERIES, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, INTEREST PAYMENT DT, ISIN NUMBER
IBULHSGFIN,NA,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-20,INE148I07GL3
IBULHSGFIN,NA,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-21,INE148I07GL3
IBULHSGFIN,NA,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-22,INE148I07GL3
IBULHSGFIN,NA,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-23,INE148I07GL3
IBULHSGFIN,NA,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-24,INE148I07GL3
IBULHSGFIN,NA,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-25,INE148I07GL3
IBULHSGFIN,NA,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-26,INE148I07GL3
IBULHSGFIN,NB,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-26,INE148I07GN9
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Oct-16,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Nov-16,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Dec-16,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jan-17,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Feb-17,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Mar-17,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Apr-17,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-May-17,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jun-17,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jul-17,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Aug-17,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-17,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Oct-17,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Nov-17,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Dec-17,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jan-18,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Feb-18,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Mar-18,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Apr-18,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-May-18,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jun-18,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jul-18,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Aug-18,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-18,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Oct-18,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Nov-18,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Dec-18,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jan-19,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Feb-19,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Mar-19,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Apr-19,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-May-19,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jun-19,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jul-19,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Aug-19,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-19,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Oct-19,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Nov-19,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Dec-19,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jan-20,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Feb-20,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Mar-20,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Apr-20,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-May-20,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jun-20,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jul-20,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Aug-20,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-20,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Oct-20,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Nov-20,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Dec-20,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jan-21,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Feb-21,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Mar-21,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Apr-21,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-May-21,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jun-21,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jul-21,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Aug-21,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-21,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Oct-21,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Nov-21,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Dec-21,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jan-22,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Feb-22,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Mar-22,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Apr-22,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-May-22,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jun-22,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jul-22,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Aug-22,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-22,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Oct-22,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Nov-22,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Dec-22,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jan-23,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Feb-23,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Mar-23,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Apr-23,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-May-23,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jun-23,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jul-23,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Aug-23,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-23,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Oct-23,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Nov-23,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Dec-23,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jan-24,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Feb-24,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Mar-24,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Apr-24,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-May-24,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jun-24,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jul-24,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Aug-24,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-24,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Oct-24,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Nov-24,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Dec-24,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jan-25,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Feb-25,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Mar-25,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Apr-25,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-May-25,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jun-25,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jul-25,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Aug-25,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-25,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Oct-25,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Nov-25,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Dec-25,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jan-26,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Feb-26,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Mar-26,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Apr-26,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-May-26,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jun-26,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Jul-26,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Aug-26,INE148I08231
IBULHSGFIN,NC,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-26,INE148I08231
IBULHSGFIN,ND,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-17,INE148I08249
IBULHSGFIN,ND,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-18,INE148I08249
IBULHSGFIN,ND,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-19,INE148I08249
IBULHSGFIN,ND,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-20,INE148I08249
IBULHSGFIN,ND,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-21,INE148I08249
IBULHSGFIN,ND,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-22,INE148I08249
IBULHSGFIN,ND,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-23,INE148I08249
IBULHSGFIN,ND,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-24,INE148I08249
IBULHSGFIN,ND,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-25,INE148I08249
IBULHSGFIN,ND,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-26,INE148I08249
IBULHSGFIN,NE,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-17,INE148I08256
IBULHSGFIN,NE,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-18,INE148I08256
IBULHSGFIN,NE,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-19,INE148I08256
IBULHSGFIN,NE,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-20,INE148I08256
IBULHSGFIN,NE,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-21,INE148I08256
IBULHSGFIN,NE,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-22,INE148I08256
IBULHSGFIN,NE,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-23,INE148I08256
IBULHSGFIN,NE,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-24,INE148I08256
IBULHSGFIN,NE,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-25,INE148I08256
IBULHSGFIN,NE,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-26,INE148I08256
IBULHSGFIN,NF,28-Sep-16,26-Sep-16,26-Sep-26,26-Sep-26,INE148I08272
ICICI,M1,27-Feb-98,22-Jan-98,21-Jul-26,,
ICICI,UZ,27-Feb-98,22-Jan-98,21-Aug-20,,
ICICI0101,N9,22-Feb-01,19-Jan-01,19-Jun-22,,INE005A11747
ICICI0101,N9,22-Feb-01,19-Jan-01,19-Jun-22,19-Jun-22,INE005A11747
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Jan-16,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,28-Feb-16,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Mar-16,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Apr-16,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-May-16,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Jun-16,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Jul-16,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Aug-16,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Sep-16,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Oct-16,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Nov-16,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Dec-16,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Jan-17,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,28-Feb-17,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Mar-17,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Apr-17,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-May-17,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Jun-17,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Jul-17,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Aug-17,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Sep-17,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Oct-17,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Nov-17,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Dec-17,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Jan-18,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,28-Feb-18,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Mar-18,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Apr-18,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-May-18,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Jun-18,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Jul-18,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Aug-18,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Sep-18,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Oct-18,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Nov-18,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Dec-18,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Jan-19,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,28-Feb-19,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Mar-19,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Apr-19,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-May-19,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Jun-19,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Jul-19,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Aug-19,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Sep-19,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Oct-19,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Nov-19,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Dec-19,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Jan-20,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,28-Feb-20,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Mar-20,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Apr-20,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-May-20,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Jun-20,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Jul-20,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Aug-20,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Sep-20,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Oct-20,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Nov-20,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Dec-20,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Jan-21,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,28-Feb-21,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Mar-21,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Apr-21,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-May-21,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Jun-21,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Jul-21,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Aug-21,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Sep-21,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Oct-21,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Nov-21,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Dec-21,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Jan-22,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,28-Feb-22,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Mar-22,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Apr-22,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-May-22,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Jun-22,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Jul-22,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Aug-22,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Sep-22,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Oct-22,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,30-Nov-22,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Dec-22,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,31-Jan-23,INE005A08AA6
ICICI0101,NC,22-Feb-01,19-Jan-01,19-Jan-23,,INE005A08AA6
ICICI0102,NB,18-Feb-02,23-Jan-02,23-Jan-23,,INE005A11AU8
ICICI0102,NB,18-Feb-02,23-Jan-02,23-Jan-23,23-Jan-23,INE005A11AU8
ICICI0199,NB,15-Jan-99,11-Jan-99,11-Jun-23,,INE005A11382
ICICI0199,NB,15-Jan-99,11-Jan-99,11-Jun-23,11-Jun-23,INE005A11382
ICICI0202,NC,15-Mar-02,19-Feb-02,19-Feb-23,,INE005A11BA8
ICICI0202,NC,15-Mar-02,19-Feb-02,19-Feb-23,19-Feb-23,INE005A11BA8
ICICI0301,N9,04-May-01,22-Mar-01,22-Aug-20,,INE005A11796
ICICI0301,N9,04-May-01,22-Mar-01,22-Aug-20,22-Aug-20,INE005A11796
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Mar-01,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Jan-01,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,28-Feb-01,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Apr-01,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-May-01,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Jun-01,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Jul-01,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Aug-01,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Sep-01,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Oct-01,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Nov-01,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Dec-01,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Jan-16,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,28-Feb-16,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Mar-16,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Apr-16,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-May-16,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Jun-16,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Jul-16,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Aug-16,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Sep-16,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Oct-16,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Nov-16,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Dec-16,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Jan-17,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,28-Feb-17,INE005A08BM9
