rep_fie_m,CIK,etity_org_type,series_id,cass_id,cass_ticker_symbo,state_code
811-05037,811030,30,S000043608,C000135205,HDSMX,WI
811-05037,811030,30,S000040230,C000125047,MCDX,WI
811-05037,811030,30,S000040230,C000125048,MCDRX,WI
811-05037,811030,30,S000044847,C000139253,MCIX,WI
811-05037,811030,30,S000044847,C000139252,MCRX,WI
811-05037,811030,30,S000044847,C000139251,MCX,WI
811-05037,811030,30,S000036430,C000111442,MZCIX,WI
811-05037,811030,30,S000036430,C000111441,MZCRX,WI
811-05037,811030,30,S000036430,C000111443,MZCSX,WI
811-05037,811030,30,S000036428,C000111436,MZFIX,WI
811-05037,811030,30,S000036428,C000111435,MZFRX,WI
811-05037,811030,30,S000036428,C000111437,MZFSX,WI
811-05037,811030,30,S000054438,C000170963,MZIX,WI
811-05037,811030,30,S000054438,C000170962,MZRX,WI
811-05037,811030,30,S000054438,C000170964,MZSX,WI
811-05037,811030,30,S000036429,C000111439,MZHIX,WI
811-05037,811030,30,S000036429,C000111438,MZHRX,WI
811-05037,811030,30,S000036429,C000111440,MZHSX,WI
811-05037,811030,30,S000055531,C000174818,,WI
811-05037,811030,30,S000004931,C000013346,OSTFX,WI
811-05037,811030,30,S000037845,C000116767,OSTEX,WI
811-05037,811030,30,S000004930,C000013345,OSTIX,WI
811-05037,811030,30,S000029833,C000091752,OSTVX,WI
811-05037,811030,30,S000043717,C000135566,OTCRX,WI
811-05037,811030,30,S000043717,C000135565,OTTRX,WI
811-05037,811030,30,S000004945,C000042370,PORIX,WI
811-05037,811030,30,S000004945,C000013361,PORTX,WI
811-05037,811030,30,S000047633,C000149504,RBIX,WI
811-05037,811030,30,S000047633,C000149503,RBVX,WI
811-05037,811030,30,S000047634,C000149506,RVIX,WI
811-05037,811030,30,S000047634,C000149505,RVVX,WI
811-05037,811030,30,S000047636,C000149510,RCCIX,WI
811-05037,811030,30,S000047636,C000149509,RCCVX,WI
811-05037,811030,30,S000047638,C000149514,RCGIX,WI
811-05037,811030,30,S000047638,C000149513,RCGVX,WI
811-05037,811030,30,S000047637,C000149511,RCVIX,WI
811-05037,811030,30,S000047637,C000149512,RCVVX,WI
811-05037,811030,30,S000047635,C000149508,RMDIX,WI
811-05037,811030,30,S000047635,C000149507,RMDVX,WI
811-05037,811030,30,S000004936,C000013352,TCMSX,WI
811-05037,811030,30,S000017781,C000049098,TCMMX,WI
811-05037,811030,30,S000050270,C000158738,,WI
811-05037,811030,30,S000050270,C000158737,TACEX,WI
811-05037,811030,30,S000050271,C000158740,,WI
811-05037,811030,30,S000050271,C000158739,TSMDX,WI
811-05037,811030,30,S000004946,C000013362,VIX,WI
811-05037,811030,30,S000040757,C000126505,VEQX,WI
811-07677,1016887,30,S000001547,C000004201,PVAX,OH
811-08239,1039803,30,S000003091,C000008397,BKPIX,OH
811-08239,1039803,30,S000003091,C000008398,BKPSX,OH
811-08239,1039803,30,S000003102,C000008419,BMPIX,OH
811-08239,1039803,30,S000003102,C000008420,BMPSX,OH
811-08239,1039803,30,S000003076,C000008368,BRPIX,OH
811-08239,1039803,30,S000003076,C000008369,BRPSX,OH
811-08239,1039803,30,S000003107,C000008429,BIPIX,OH
811-08239,1039803,30,S000003107,C000008430,BIPSX,OH
811-08239,1039803,30,S000003059,C000008334,BPIX,OH
811-08239,1039803,30,S000003059,C000008335,BPSX,OH
811-08239,1039803,30,S000003109,C000008433,CPIX,OH
811-08239,1039803,30,S000003109,C000008434,CPSX,OH
811-08239,1039803,30,S000003108,C000008431,CYPIX,OH
811-08239,1039803,30,S000003108,C000008432,CYPSX,OH
811-08239,1039803,30,S000003061,C000008338,EPIX,OH
811-08239,1039803,30,S000003061,C000008339,EPSX,OH
811-08239,1039803,30,S000003106,C000008427,FDPIX,OH
811-08239,1039803,30,S000003106,C000008428,FDPSX,OH
811-08239,1039803,30,S000003111,C000008437,FPIX,OH
811-08239,1039803,30,S000003111,C000008438,FPSX,OH
811-08239,1039803,30,S000003112,C000008439,HCPIX,OH
811-08239,1039803,30,S000003112,C000008440,HCPSX,OH
811-08239,1039803,30,S000003113,C000008441,IDPIX,OH
811-08239,1039803,30,S000003113,C000008442,IDPSX,OH
811-08239,1039803,30,S000003092,C000008399,IPIX,OH
811-08239,1039803,30,S000003092,C000008400,IPSX,OH
811-08239,1039803,30,S000003072,C000008360,GPIX,OH
811-08239,1039803,30,S000003072,C000008361,GSIX,OH
811-08239,1039803,30,S000003071,C000008358,VPIX,OH
811-08239,1039803,30,S000003071,C000008359,VPSX,OH
811-08239,1039803,30,S000003074,C000008364,MGPIX,OH
811-08239,1039803,30,S000003074,C000008365,MGPSX,OH
811-08239,1039803,30,S000003068,C000008352,MDPIX,OH
811-08239,1039803,30,S000003068,C000008353,MDPSX,OH
811-08239,1039803,30,S000003073,C000008362,MPIX,OH
811-08239,1039803,30,S000003073,C000008363,MPSX,OH
811-08239,1039803,30,S000003100,C000008415,WCPIX,OH
811-08239,1039803,30,S000003100,C000008416,WCPSX,OH
811-08239,1039803,30,S000003950,C000011076,MPIXX,OH
811-08239,1039803,30,S000003950,C000011077,MPSXX,OH
811-08239,1039803,30,S000003070,C000008356,OTPIX,OH
811-08239,1039803,30,S000003070,C000008357,OTPSX,OH
811-08239,1039803,30,S000003110,C000008435,EPIX,OH
811-08239,1039803,30,S000003110,C000008436,EPSX,OH
811-08239,1039803,30,S000004473,C000012315,OEPIX,OH
811-08239,1039803,30,S000004473,C000012316,OEPSX,OH
811-08239,1039803,30,S000003093,C000008401,PHPIX,OH
811-08239,1039803,30,S000003093,C000008402,PHPSX,OH
811-08239,1039803,30,S000003094,C000008403,PMPIX,OH
811-08239,1039803,30,S000003094,C000008404,PMPSX,OH
811-08239,1039803,30,S000003952,C000011079,,OH
811-08239,1039803,30,S000003964,C000011091,,OH
811-08239,1039803,30,S000003966,C000011093,,OH
811-08239,1039803,30,S000003959,C000011086,,OH
811-08239,1039803,30,S000003965,C000011092,,OH
811-08239,1039803,30,S000003961,C000011088,,OH
811-08239,1039803,30,S000003968,C000011095,,OH
811-08239,1039803,30,S000003967,C000011094,,OH
811-08239,1039803,30,S000012056,C000032805,,OH
811-08239,1039803,30,S000008851,C000024086,,OH
811-08239,1039803,30,S000003953,C000011080,,OH
811-08239,1039803,30,S000004527,C000012425,,OH
811-08239,1039803,30,S000003970,C000011097,,OH
811-08239,1039803,30,S000003971,C000011098,,OH
811-08239,1039803,30,S000003973,C000011100,,OH
811-08239,1039803,30,S000008852,C000024087,,OH
811-08239,1039803,30,S000003974,C000011101,,OH
811-08239,1039803,30,S000003954,C000011081,,OH
811-08239,1039803,30,S000003987,C000011114,,OH
811-08239,1039803,30,S000003986,C000011113,,OH
811-08239,1039803,30,S000004520,C000012418,,OH
811-08239,1039803,30,S000003989,C000011116,,OH
811-08239,1039803,30,S000003988,C000011115,,OH
811-08239,1039803,30,S000003985,C000011112,,OH
811-08239,1039803,30,S000003983,C000011110,,OH
811-08239,1039803,30,S000003969,C000011096,,OH
811-08239,1039803,30,S000003975,C000011102,,OH
811-08239,1039803,30,S000003976,C000011103,,OH
811-08239,1039803,30,S000003977,C000011104,,OH
811-08239,1039803,30,S000003984,C000011111,,OH
811-08239,1039803,30,S000003978,C000011105,,OH
811-08239,1039803,30,S000008841,C000024064,,OH
811-08239,1039803,30,S000008842,C000024065,,OH
811-08239,1039803,30,S000003960,C000011087,,OH
811-08239,1039803,30,S000003963,C000011090,,OH
811-08239,1039803,30,S000003962,C000011089,,OH
811-08239,1039803,30,S000003972,C000011099,,OH
811-08239,1039803,30,S000003951,C000011078,,OH
811-08239,1039803,30,S000003990,C000011117,,OH
811-08239,1039803,30,S000003979,C000011106,,OH
811-08239,1039803,30,S000003980,C000011107,,OH
811-08239,1039803,30,S000003982,C000011109,,OH
811-08239,1039803,30,S000003955,C000011082,,OH
811-08239,1039803,30,S000003956,C000011083,,OH
811-08239,1039803,30,S000003958,C000011085,,OH
811-08239,1039803,30,S000012060,C000032809,,OH
811-08239,1039803,30,S000004531,C000012429,,OH
811-08239,1039803,30,S000003957,C000011084,,OH
811-08239,1039803,30,S000003981,C000011108,,OH
811-08239,1039803,30,S000012103,C000033012,,OH
811-08239,1039803,30,S000003095,C000008405,REPIX,OH
811-08239,1039803,30,S000003095,C000008406,REPSX,OH
811-08239,1039803,30,S000003103,C000008421,RTPIX,OH
811-08239,1039803,30,S000003103,C000008422,RTPSX,OH
811-08239,1039803,30,S000003104,C000008423,RRPIX,OH
811-08239,1039803,30,S000003104,C000008424,RRPSX,OH
811-08239,1039803,30,S000003105,C000008425,RDPIX,OH
811-08239,1039803,30,S000003105,C000008426,RDPSX,OH
811-08239,1039803,30,S000003096,C000008407,SMPIX,OH
811-08239,1039803,30,S000003096,C000008408,SMPSX,OH
811-08239,1039803,30,S000003079,C000008374,SOPIX,OH
811-08239,1039803,30,S000003079,C000008375,SOPSX,OH
811-08239,1039803,30,S000003085,C000008386,SPIX,OH
811-08239,1039803,30,S000003085,C000008387,SPSX,OH
811-08239,1039803,30,S000004469,C000012306,SPPIX,OH
811-08239,1039803,30,S000004469,C000012307,SPPSX,OH
811-08239,1039803,30,S000003077,C000008370,SRPIX,OH
811-08239,1039803,30,S000003077,C000008371,SRPSX,OH
811-08239,1039803,30,S000003078,C000008372,SHPIX,OH
811-08239,1039803,30,S000003078,C000008373,SHPSX,OH
811-08239,1039803,30,S000003060,C000008336,SGPIX,OH
811-08239,1039803,30,S000003060,C000008337,SGPSX,OH
811-08239,1039803,30,S000003069,C000008354,SPIX,OH
811-08239,1039803,30,S000003069,C000008355,SPSX,OH
811-08239,1039803,30,S000003075,C000008366,SVPIX,OH
811-08239,1039803,30,S000003075,C000008367,SVPSX,OH
811-08239,1039803,30,S000003097,C000008409,TEPIX,OH
811-08239,1039803,30,S000003097,C000008410,TEPSX,OH
811-08239,1039803,30,S000003098,C000008411,TCPIX,OH
811-08239,1039803,30,S000003098,C000008412,TCPSX,OH
811-08239,1039803,30,S000003101,C000008417,GVPIX,OH
811-08239,1039803,30,S000003101,C000008418,GVPSX,OH
811-08239,1039803,30,S000003080,C000008376,RPIX,OH
811-08239,1039803,30,S000003080,C000008377,RPSX,OH
811-08239,1039803,30,S000003062,C000008340,PIX,OH
811-08239,1039803,30,S000003062,C000008341,PSX,OH
811-08239,1039803,30,S000020739,C000057897,GPIX,OH
811-08239,1039803,30,S000020739,C000057898,GPSX,OH
811-08239,1039803,30,S000003065,C000008346,DPIX,OH
811-08239,1039803,30,S000003065,C000008347,DPSX,OH
811-08239,1039803,30,S000008839,C000024060,PIX,OH
811-08239,1039803,30,S000008839,C000024061,PSX,OH
811-08239,1039803,30,S000008846,C000024071,PIX,OH
811-08239,1039803,30,S000008846,C000024072,PSX,OH
811-08239,1039803,30,S000003067,C000008350,JPIX,OH
811-08239,1039803,30,S000003067,C000008351,JPSX,OH
811-08239,1039803,30,S000012879,C000034818,BPIX,OH
811-08239,1039803,30,S000012879,C000034819,BPSX,OH
811-08239,1039803,30,S000003063,C000008342,MPIX,OH
811-08239,1039803,30,S000003063,C000008343,MPSX,OH
811-08239,1039803,30,S000003066,C000008348,OPIX,OH
811-08239,1039803,30,S000003066,C000008349,OPSX,OH
811-08239,1039803,30,S000020741,C000057903,HPIX,OH
811-08239,1039803,30,S000020741,C000057904,HPSX,OH
811-08239,1039803,30,S000003083,C000008382,WPIX,OH
811-08239,1039803,30,S000003083,C000008383,WPSX,OH
811-08239,1039803,30,S000008847,C000024074,VPIX,OH
811-08239,1039803,30,S000008847,C000024075,VPSX,OH
811-08239,1039803,30,S000008850,C000024083,XPIX,OH
811-08239,1039803,30,S000008850,C000024084,XPSX,OH
811-08239,1039803,30,S000008849,C000024080,KPIX,OH
811-08239,1039803,30,S000008849,C000024081,KPSX,OH
811-08239,1039803,30,S000012863,C000034786,FPIX,OH
811-08239,1039803,30,S000012863,C000034787,FPSX,OH
811-08239,1039803,30,S000003081,C000008378,IPIX,OH
811-08239,1039803,30,S000003081,C000008379,IPSX,OH
811-08239,1039803,30,S000003084,C000008384,SPIX,OH
811-08239,1039803,30,S000003084,C000008385,SPSX,OH
811-08239,1039803,30,S000003082,C000008380,CPIX,OH
811-08239,1039803,30,S000003082,C000008381,CPSX,OH
811-08239,1039803,30,S000003064,C000008344,APIX,OH
811-08239,1039803,30,S000003064,C000008345,APSX,OH
811-08239,1039803,30,S000003099,C000008413,TPIX,OH
811-08239,1039803,30,S000003099,C000008414,TPSX,OH
811-21114,1174610,30,S000041847,C000129918,TYTE,MD
811-21114,1174610,30,S000041848,C000129919,WYDE,MD
811-21114,1174610,30,S000054590,C000171471,,MD
811-21114,1174610,30,S000040181,C000124906,TOZ,MD
811-21114,1174610,30,S000052014,C000163601,,MD
811-21114,1174610,30,S000034701,C000106877,GGOV,MD
811-21114,1174610,30,S000037319,C000115056,PEX,MD
811-21114,1174610,30,S000031041,C000096244,HDG,MD
811-21114,1174610,30,S000049564,C000156531,,MD
811-21114,1174610,30,S000049695,C000157125,,MD
811-21114,1174610,30,S000052015,C000163602,,MD
811-21114,1174610,30,S000039732,C000123089,HYHG,MD
811-21114,1174610,30,S000035008,C000107655,RIF,MD
811-21114,1174610,30,S000042798,C000132381,IGHG,MD
811-21114,1174610,30,S000020962,C000059344,CSM,MD
811-21114,1174610,30,S000051124,C000161021,,MD
811-21114,1174610,30,S000037318,C000115055,MRGR,MD
811-21114,1174610,30,S000046245,C000144553,ATS,MD
811-21114,1174610,30,S000046273,C000144590,EFAD,MD
811-21114,1174610,30,S000046274,C000144591,EMDV,MD
811-21114,1174610,30,S000046275,C000144592,EDV,MD
811-21114,1174610,30,S000055005,C000173002,,MD
811-21114,1174610,30,S000030517,C000094077,RAS,MD
811-21114,1174610,30,S000047885,C000150378,SMDV,MD
811-21114,1174610,30,S000053144,C000167248,,MD
811-21114,1174610,30,S000042349,C000131287,OB,MD
811-21114,1174610,30,S000053145,C000167249,,MD
811-21114,1174610,30,S000052847,C000166167,,MD
811-21114,1174610,30,S000047884,C000150377,REG,MD
811-21114,1174610,30,S000018721,C000051851,TBF,MD
811-21114,1174610,30,S000035010,C000107657,FIF,MD
811-21114,1174610,30,S000018720,C000051850,TBX,MD
811-21114,1174610,30,S000014272,C000038831,SBM,MD
811-21114,1174610,30,S000006830,C000018468,DOG,MD
811-21114,1174610,30,S000014276,C000038835,SEF,MD
811-21114,1174610,30,S000018719,C000051849,YXI,MD
811-21114,1174610,30,S000018723,C000051853,SJB,MD
811-21114,1174610,30,S000018722,C000051852,IGS,MD
811-21114,1174610,30,S000006829,C000018467,MYY,MD
811-21114,1174610,30,S000018742,C000051872,EFZ,MD
811-21114,1174610,30,S000018740,C000051870,EM,MD
811-21114,1174610,30,S000014279,C000038838,DDG,MD
811-21114,1174610,30,S000006831,C000018469,PSQ,MD
811-21114,1174610,30,S000014282,C000038841,REK,MD
811-21114,1174610,30,S000014263,C000038822,RWM,MD
811-21114,1174610,30,S000028924,C000088643,KRS,MD
811-21114,1174610,30,S000006828,C000018466,SH,MD
811-21114,1174610,30,S000014264,C000038823,SBB,MD
811-21114,1174610,30,S000042878,C000132844,EMSH,MD
811-21114,1174610,30,S000027193,C000082081,BT,MD
811-21114,1174610,30,S000027192,C000082080,ST,MD
811-21114,1174610,30,S000014313,C000038872,YM,MD
811-21114,1174610,30,S000014250,C000038809,GE,MD
811-21114,1174610,30,S000014251,C000038810,CC,MD
811-21114,1174610,30,S000006826,C000018464,DDM,MD
811-21114,1174610,30,S000014252,C000038811,YG,MD
811-21114,1174610,30,S000022299,C000063937,XPP,MD
811-21114,1174610,30,S000028921,C000088640,PV,MD
811-21114,1174610,30,S000048127,C000152143,GDXX,MD
811-21114,1174610,30,S000014253,C000038812,RX,MD
811-21114,1174610,30,S000031635,C000098413,JB,MD
811-21114,1174610,30,S000049731,C000157185,HB,MD
811-21114,1174610,30,S000014254,C000038813,XI,MD
811-21114,1174610,30,S000031625,C000098403,IG,MD
811-21114,1174610,30,S000048100,C000152030,GDJJ,MD
811-21114,1174610,30,S000006825,C000018463,MVV,MD
811-21114,1174610,30,S000028919,C000088638,BR,MD
811-21114,1174610,30,S000022302,C000063940,EFO,MD
811-21114,1174610,30,S000022303,C000063941,EET,MD
811-21114,1174610,30,S000022304,C000063942,EZJ,MD
811-21114,1174610,30,S000028922,C000088641,MX,MD
811-21114,1174610,30,S000028920,C000088639,XJ,MD
811-21114,1174610,30,S000018718,C000051848,BIB,MD
811-21114,1174610,30,S000014255,C000038814,DIG,MD
811-21114,1174610,30,S000049732,C000157186,,MD
811-21114,1174610,30,S000006827,C000018465,QD,MD
811-21114,1174610,30,S000014257,C000038816,RE,MD
811-21114,1174610,30,S000014248,C000038807,WM,MD
811-21114,1174610,30,S000028923,C000088642,KR,MD
811-21114,1174610,30,S000006821,C000018459,SSO,MD
811-21114,1174610,30,S000014258,C000038817,SD,MD
811-21114,1174610,30,S000014259,C000038818,SAA,MD
811-21114,1174610,30,S000014260,C000038819,ROM,MD
811-21114,1174610,30,S000014261,C000038820,T,MD
811-21114,1174610,30,S000014262,C000038821,PW,MD
811-21114,1174610,30,S000024918,C000074108,DOW,MD
811-21114,1174610,30,S000037029,C000113858,FI,MD
811-21114,1174610,30,S000024920,C000074110,MDD,MD
811-21114,1174610,30,S000049733,C000157187,,MD
811-21114,1174610,30,S000024908,C000074098,TQQQ,MD
811-21114,1174610,30,S000024921,C000074111,RTY,MD
811-21114,1174610,30,S000024919,C000074109,PRO,MD
811-21114,1174610,30,S000024917,C000074107,TTT,MD
811-21114,1174610,30,S000024910,C000074100,SDOW,MD
811-21114,1174610,30,S000037031,C000113860,FIZ,MD
811-21114,1174610,30,S000049729,C000157183,,MD
811-21114,1174610,30,S000024912,C000074102,SMDD,MD
811-21114,1174610,30,S000049728,C000157182,,MD
811-21114,1174610,30,S000024909,C000074099,SQQQ,MD
811-21114,1174610,30,S000024913,C000074103,SRTY,MD
811-21114,1174610,30,S000024911,C000074101,SPX,MD
811-21114,1174610,30,S000018733,C000051863,TBT,MD
811-21114,1174610,30,S000029776,C000091486,TBZ,MD
811-21114,1174610,30,S000018732,C000051862,PST,MD
811-21114,1174610,30,S000014296,C000038855,SM,MD
811-21114,1174610,30,S000014298,C000038857,SZK,MD
811-21114,1174610,30,S000014299,C000038858,SCC,MD
811-21114,1174610,30,S000006823,C000018461,DXD,MD
811-21114,1174610,30,S000014300,C000038859,SKF,MD
811-21114,1174610,30,S000018731,C000051861,FXP,MD
811-21114,1174610,30,S000022292,C000063930,EPV,MD
811-21114,1174610,30,S000048126,C000152142,GDXS,MD
811-21114,1174610,30,S000014301,C000038860,RXD,MD
811-21114,1174610,30,S000049725,C000157179,,MD
811-21114,1174610,30,S000014302,C000038861,SIJ,MD
811-21114,1174610,30,S000048099,C000152029,GDJS,MD
811-21114,1174610,30,S000006822,C000018460,MZZ,MD
811-21114,1174610,30,S000022290,C000063928,BZQ,MD
811-21114,1174610,30,S000018730,C000051860,EF,MD
811-21114,1174610,30,S000018727,C000051857,EEV,MD
811-21114,1174610,30,S000018728,C000051858,EWV,MD
811-21114,1174610,30,S000022294,C000063932,SMK,MD
811-21114,1174610,30,S000022295,C000063933,JPX,MD
811-21114,1174610,30,S000018724,C000051854,BIS,MD
811-21114,1174610,30,S000014304,C000038863,DG,MD
811-21114,1174610,30,S000049727,C000157181,,MD
811-21114,1174610,30,S000006824,C000018462,QID,MD
811-21114,1174610,30,S000014306,C000038865,SRS,MD
811-21114,1174610,30,S000014287,C000038846,TWM,MD
811-21114,1174610,30,S000006832,C000018470,SDS,MD
811-21114,1174610,30,S000014307,C000038866,SSG,MD
811-21114,1174610,30,S000014288,C000038847,SDD,MD
811-21114,1174610,30,S000014308,C000038867,REW,MD
811-21114,1174610,30,S000014309,C000038868,T,MD
811-21114,1174610,30,S000029778,C000091488,TPS,MD
811-21114,1174610,30,S000014310,C000038869,SDP,MD
811-21114,1174610,30,S000036286,C000111015,COBO,MD
811-21114,1174610,30,S000050775,C000160294,,MD
811-21114,1174610,30,S000050776,C000160295,,MD
811-21114,1174610,30,S000050777,C000160296,,MD
811-21114,1174610,30,S000050780,C000160299,,MD
811-22077,1402472,30,S000018596,C000051589,PCAFX,CT
811-22077,1402472,30,S000018597,C000051590,POPFX,CT
811-21372,1234528,32,S000006942,C000018875,,A
811-21372,1234528,32,S000006942,C000018876,,A
811-21372,1234528,32,S000006942,C000049403,,A
811-21372,1234528,32,S000006942,C000049407,,A
811-21372,1234528,32,S000006942,C000049408,,A
811-21372,1234528,32,S000006942,C000018877,,A
811-08108,914245,32,S000010308,C000113264,,A
811-08108,914245,32,S000010308,C000130868,,A
811-08108,914245,32,S000010308,C000113265,,A
811-08108,914245,32,S000010308,C000130869,,A
811-08108,914245,32,S000010308,C000174043,,A
811-08108,914245,32,S000010308,C000028513,,A
811-08108,914245,32,S000010308,C000028514,,A
811-08108,914245,32,S000010308,C000028509,,A
811-08108,914245,32,S000010308,C000113263,,A
811-08108,914245,32,S000010308,C000130867,,A
811-08108,914245,32,S000010308,C000028517,,A
811-08108,914245,32,S000010308,C000028519,,A
811-08108,914245,32,S000010308,C000028518,,A
811-08108,914245,32,S000010308,C000106636,,A
811-08108,914245,32,S000010308,C000154623,,A
811-08108,914245,32,S000010308,C000120959,,A
811-08108,914245,32,S000010308,C000028515,,A
811-08108,914245,32,S000010308,C000028516,,A
811-08108,914245,32,S000010308,C000154621,,A
811-08108,914245,32,S000010308,C000131791,,A
811-08108,914245,32,S000010308,C000054086,,A
811-08108,914245,32,S000010308,C000069912,,A
811-08108,914245,32,S000010308,C000028520,,A
811-08108,914245,32,S000010308,C000028510,,A
811-08108,914245,32,S000010308,C000028512,,A
811-08108,914245,32,S000010308,C000028511,,A
811-07337,948923,33,S000010421,C000028798,,A
811-07337,948923,33,S000010421,C000028797,,A
811-07337,948923,33,S000010421,C000028799,,A
811-07337,948923,33,S000010421,C000028800,,A
811-07337,948923,33,S000010421,C000069923,,A
811-07337,948923,33,S000010421,C000028803,,A
811-07337,948923,33,S000010421,C000072645,,A
811-07337,948923,33,S000010421,C000141382,,A
811-07337,948923,33,S000010421,C000162798,,A
811-07337,948923,33,S000010421,C000028805,,A
811-07337,948923,33,S000010421,C000028804,,A
811-07337,948923,33,S000010421,C000028802,,A
811-07337,948923,33,S000010421,C000028806,,A
811-07337,948923,33,S000010421,C000028801,,A
811-04722,796227,30,S000000834,C000002449,PROVX,WI
811-07325,947703,32,S000001233,C000003351,,J
811-07325,947703,32,S000001233,C000003350,,J
811-07325,947703,32,S000001233,C000122186,,J
811-07325,947703,32,S000001233,C000133830,,J
811-07325,947703,32,S000001233,C000122782,,J
811-07325,947703,32,S000001233,C000137228,,J
811-07325,947703,32,S000001233,C000096321,,J
811-07325,947703,32,S000001233,C000133833,,J
811-07325,947703,32,S000001233,C000122786,,J
811-07325,947703,32,S000001233,C000133832,,J
811-07325,947703,32,S000001233,C000122781,,J
811-07325,947703,32,S000001233,C000082410,,J
811-07325,947703,32,S000001233,C000082407,,J
811-07325,947703,32,S000001233,C000003386,,J
811-07325,947703,32,S000001233,C000052841,,J
811-07325,947703,32,S000001233,C000003354,,J
811-07325,947703,32,S000001233,C000003352,,J
811-07325,947703,32,S000001233,C000003355,,J
811-07325,947703,32,S000001233,C000003385,,J
811-07325,947703,32,S000001233,C000003353,,J
811-04377,774193,33,S000011793,C000032254,,J
811-04377,774193,33,S000011793,C000032253,,J
811-04366,711302,33,S000011794,C000032256,,J
811-04366,711302,33,S000011794,C000032255,,J
811-07975,1021330,32,S000001234,C000003357,,J
811-07975,1021330,32,S000001234,C000003356,,J
811-07975,1021330,32,S000001234,C000122187,,J
811-07975,1021330,32,S000001234,C000122783,,J
811-07975,1021330,32,S000001234,C000133834,,J
811-07975,1021330,32,S000001234,C000137229,,J
811-07975,1021330,32,S000001234,C000096322,,J
811-07975,1021330,32,S000001234,C000133837,,J
811-07975,1021330,32,S000001234,C000122787,,J
811-07975,1021330,32,S000001234,C000122789,,J
811-07975,1021330,32,S000001234,C000133838,,J
811-07975,1021330,32,S000001234,C000082408,,J
811-07975,1021330,32,S000001234,C000082409,,J
811-07975,1021330,32,S000001234,C000003382,,J
811-07975,1021330,32,S000001234,C000052852,,J
811-07975,1021330,32,S000001234,C000003360,,J
811-07975,1021330,32,S000001234,C000003358,,J
811-07975,1021330,32,S000001234,C000003361,,J
811-07975,1021330,32,S000001234,C000003381,,J
811-07975,1021330,32,S000001234,C000003359,,J
811-03974,741313,33,S000000719,C000159715,,J
811-03974,741313,33,S000000719,C000002099,,J
811-03974,741313,33,S000000719,C000002097,,J
811-03974,741313,33,S000000719,C000002094,,J
811-03974,741313,33,S000000719,C000002093,,J
811-03974,741313,33,S000000719,C000002095,,J
811-03974,741313,33,S000000719,C000002092,,J
811-03974,741313,33,S000000719,C000002098,,J
811-03974,741313,33,S000000719,C000157414,,J
811-03974,741313,33,S000000719,C000145636,,J
811-03974,741313,33,S000000719,C000002096,,J
811-03974,741313,33,S000000719,C000102124,,J
811-03974,741313,33,S000000719,C000078179,,J
811-03974,741313,33,S000000719,C000090098,,J
811-03646,712539,33,S000000723,C000002106,,J
811-07040,890040,33,S000000721,C000002104,,J
811-03971,740870,33,S000000654,C000001884,,J
811-03971,740870,33,S000000654,C000001883,PR,J
811-03603,710157,33,S000000722,C000002105,,J
811-05826,851693,33,S000000724,C000159714,,J
811-05826,851693,33,S000000724,C000002113,,J
811-05826,851693,33,S000000724,C000002112,,J
811-05826,851693,33,S000000724,C000002114,,J
811-05826,851693,33,S000000724,C000154295,,J
811-05826,851693,33,S000000724,C000145635,,J
811-05826,851693,33,S000000724,C000002111,,J
811-05826,851693,33,S000000724,C000002107,,J
811-05826,851693,33,S000000724,C000002108,,J
811-05826,851693,33,S000000724,C000002109,,J
811-05826,851693,33,S000000724,C000002110,,J
811-05826,851693,33,S000000724,C000078169,,J
811-05826,851693,33,S000000724,C000090096,,J
811-05826,851693,33,S000000724,C000157189,,J
811-05438,826734,32,S000001297,C000060551,,CT
811-05438,826734,32,S000001297,C000003484,,CT
811-05438,826734,32,S000001297,C000003486,,CT
811-05438,826734,32,S000001297,C000069380,,CT
811-05438,826734,32,S000001297,C000003482,,CT
811-05438,826734,32,S000001297,C000003479,,CT
811-05438,826734,32,S000001297,C000003492,,CT
811-05438,826734,32,S000001297,C000003475,,CT
811-05438,826734,32,S000001297,C000010696,,CT
811-05438,826734,32,S000001297,C000003474,,CT
811-05438,826734,32,S000001297,C000003478,,CT
811-05438,826734,32,S000001297,C000003487,,CT
811-05438,826734,32,S000001297,C000003476,,CT
811-05438,826734,32,S000001297,C000003477,,CT
811-05438,826734,32,S000001297,C000003488,,CT
811-05438,826734,32,S000001297,C000003485,,CT
811-05438,826734,32,S000001297,C000010698,,CT
811-05438,826734,32,S000001297,C000003483,,CT
811-05438,826734,32,S000001297,C000010699,,CT
811-05438,826734,32,S000001297,C000010700,,CT
811-05438,826734,32,S000001297,C000010694,,CT
811-05438,826734,32,S000001297,C000010697,,CT
811-05438,826734,32,S000001297,C000010675,,CT
811-05438,826734,32,S000001297,C000010677,,CT
811-05438,826734,32,S000001297,C000010676,,CT
811-05438,826734,32,S000001297,C000067859,,CT
811-05438,826734,32,S000001297,C000010674,,CT
811-05438,826734,32,S000001297,C000010678,,CT
811-05438,826734,32,S000001297,C000010679,,CT
811-05438,826734,32,S000001297,C000010680,,CT
811-05438,826734,32,S000001297,C000010681,,CT
811-05438,826734,32,S000001297,C000010683,,CT
811-05438,826734,32,S000001297,C000010684,,CT
811-05438,826734,32,S000001297,C000010685,,CT
811-05438,826734,32,S000001297,C000010682,,CT
811-05438,826734,32,S000001297,C000003491,,CT
